date,pound_dollar_exchange_rate
2018-08-13,1.2763
2018-08-14,1.2718
2018-08-15,1.2695
2018-08-16,1.2712
2018-08-17,1.2756
2018-08-18,1.2756
2018-08-19,1.2747
2018-08-20,1.2801
2018-08-21,1.2905
2018-08-22,1.2907
2018-08-23,1.2809
2018-08-24,1.2845
2018-08-25,1.2845
2018-08-26,1.286
2018-08-27,1.2896
2018-08-28,1.2867
2018-08-29,1.3035
2018-08-30,1.301
2018-08-31,1.2961
2018-09-01,1.2961
2018-09-02,1.2923
2018-09-03,1.2868
2018-09-04,1.2858
2018-09-05,1.2914
2018-09-06,1.2925
2018-09-07,1.2921
2018-09-08,1.2921
2018-09-09,1.293
2018-09-10,1.3026
2018-09-11,1.3015
2018-09-12,1.3045
2018-09-13,1.3112
2018-09-14,1.307
2018-09-15,1.307
2018-09-17,1.3152
2018-09-18,1.3167
2018-09-19,1.3139
2018-09-20,1.3271
2018-09-21,1.3073
2018-09-22,1.3073
2018-09-24,1.3117
2018-09-25,1.3179
2018-09-26,1.3174
2018-09-27,1.3077
2018-09-28,1.303
2018-09-29,1.303
2018-10-01,1.3043
2018-10-02,1.2982
2018-10-03,1.2949
2018-10-04,1.3025
2018-10-05,1.312
2018-10-06,1.312
2018-10-08,1.3092
2018-10-09,1.3144
2018-10-10,1.3205
2018-10-11,1.3238
2018-10-12,1.3154
2018-10-13,1.3154
2018-10-15,1.3153
2018-10-16,1.3187
2018-10-17,1.3105
2018-10-18,1.3022
2018-10-19,1.3072
2018-10-20,1.3072
2018-10-22,1.2967
2018-10-23,1.2985
2018-10-24,1.2887
2018-10-25,1.2821
2018-10-26,1.2833
2018-10-27,1.2833
2018-10-29,1.2801
2018-10-30,1.2706
2018-10-31,1.2773
2018-11-01,1.2999
2018-11-02,1.2982
2018-11-03,1.2982
2018-11-05,1.3062
2018-11-06,1.3093
2018-11-07,1.313
2018-11-08,1.3067
2018-11-09,1.2978
2018-11-10,1.2978
2018-11-12,1.2853
2018-11-13,1.3029
2018-11-14,1.2995
2018-11-15,1.2773
2018-11-16,1.284
2018-11-17,1.284
2018-11-19,1.286
2018-11-20,1.2789
2018-11-21,1.2772
2018-11-22,1.2879
2018-11-23,1.2822
2018-11-24,1.2822
2018-11-26,1.2812
2018-11-27,1.274
2018-11-28,1.2826
2018-11-29,1.2783
2018-11-30,1.2762
2018-12-01,1.2762
2018-12-03,1.2726
2018-12-04,1.2715
2018-12-05,1.2738
2018-12-06,1.2778
2018-12-07,1.2731
2018-12-08,1.2731
2018-12-10,1.2563
2018-12-11,1.2488
2018-12-12,1.2634
2018-12-13,1.266
2018-12-14,1.2588
2018-12-15,1.2588
2018-12-17,1.2614
2018-12-18,1.2648
2018-12-19,1.2619
2018-12-20,1.266
2018-12-21,1.2658
2018-12-22,1.2658
2018-12-24,1.2698
2018-12-25,1.2671
2018-12-26,1.2641
2018-12-27,1.2648
2018-12-28,1.2708
2018-12-29,1.2708
2018-12-31,1.2747
2019-01-01,1.2738
2019-01-02,1.2474
2019-01-03,1.2635
2019-01-04,1.273
2019-01-05,1.273
2019-01-07,1.2786
2019-01-08,1.2715
2019-01-09,1.2795
2019-01-10,1.2752
2019-01-11,1.2852
2019-01-12,1.2852
2019-01-14,1.2865
2019-01-15,1.2868
2019-01-16,1.2881
2019-01-17,1.2985
2019-01-18,1.2883
2019-01-19,1.2883
2019-01-21,1.2898
2019-01-22,1.2958
2019-01-23,1.3078
2019-01-24,1.3071
2019-01-25,1.3202
2019-01-26,1.3202
2019-01-28,1.3149
2019-01-29,1.3079
2019-01-30,1.3118
2019-01-31,1.3109
2019-02-01,1.3091
2019-02-02,1.3091
2019-02-04,1.3041
2019-02-05,1.295
2019-02-06,1.2938
2019-02-07,1.2953
2019-02-08,1.2944
2019-02-09,1.2944
2019-02-11,1.2859
2019-02-12,1.2893
2019-02-13,1.2849
2019-02-14,1.2801
2019-02-15,1.2896
2019-02-16,1.2896
2019-02-18,1.2923
2019-02-19,1.306
2019-02-20,1.305
2019-02-21,1.3037
2019-02-22,1.3053
2019-02-23,1.3053
2019-02-25,1.3118
2019-02-26,1.3255
2019-02-27,1.331
2019-02-28,1.3262
2019-03-01,1.3209
2019-03-02,1.3209
2019-03-04,1.3179
2019-03-05,1.3149
2019-03-06,1.3171
2019-03-07,1.3081
2019-03-08,1.3017
2019-03-09,1.3017
2019-03-11,1.3246
2019-03-12,1.3075
2019-03-13,1.3312
2019-03-14,1.3249
2019-03-15,1.3318
2019-03-16,1.3318
2019-03-18,1.3243
2019-03-19,1.3269
2019-03-20,1.3194
2019-03-21,1.3128
2019-03-22,1.3211
2019-03-23,1.3211
2019-03-25,1.3209
2019-03-26,1.3208
2019-03-27,1.3158
2019-03-28,1.3047
2019-03-29,1.3044
2019-03-30,1.3044
2019-04-01,1.3132
2019-04-02,1.3132
2019-04-03,1.3176
2019-04-04,1.3074
2019-04-05,1.3038
2019-04-06,1.3038
2019-04-08,1.3061
2019-04-09,1.3056
2019-04-10,1.3086
2019-04-11,1.3058
2019-04-12,1.3083
2019-04-13,1.3083
2019-04-15,1.3097
2019-04-16,1.304
2019-04-17,1.304
2019-04-18,1.2989
2019-04-19,1.2996
2019-04-20,1.2996
2019-04-22,1.298
2019-04-23,1.2935
2019-04-24,1.2908
2019-04-25,1.2898
2019-04-26,1.2917
2019-04-27,1.2917
2019-04-29,1.2931
2019-04-30,1.3032
2019-05-01,1.3058
2019-05-02,1.3032
2019-05-03,1.3173
2019-05-04,1.3173
2019-05-06,1.3094
2019-05-07,1.3071
2019-05-08,1.3014
2019-05-09,1.3009
2019-05-10,1.2996
2019-05-11,1.2996
2019-05-13,1.2952
2019-05-14,1.291
2019-05-15,1.2845
2019-05-16,1.2797
2019-05-17,1.2718
2019-05-18,1.2718
2019-05-20,1.2729
2019-05-21,1.2702
2019-05-22,1.2665
2019-05-23,1.2664
2019-05-24,1.2713
2019-05-25,1.2713
2019-05-27,1.2682
2019-05-28,1.2658
2019-05-29,1.2628
2019-05-30,1.2611
2019-05-31,1.2638
2019-06-01,1.2638
2019-06-03,1.2666
2019-06-04,1.2699
2019-06-05,1.269
2019-06-06,1.2698
2019-06-07,1.274
2019-06-08,1.274
2019-06-10,1.2688
2019-06-11,1.2722
2019-06-12,1.2692
2019-06-13,1.2682
2019-06-14,1.2589
2019-06-15,1.2589
2019-06-17,1.2541
2019-06-18,1.2558
2019-06-19,1.2652
2019-06-20,1.2706
2019-06-21,1.2742
2019-06-22,1.2742
2019-06-24,1.2737
2019-06-25,1.2687
2019-06-26,1.2694
2019-06-27,1.267
2019-06-28,1.2695
2019-06-29,1.2695
2019-07-02,1.2598
2019-07-03,1.258
2019-07-04,1.2582
2019-07-05,1.2522
2019-07-06,1.2522
2019-07-08,1.2518
2019-07-09,1.2461
2019-07-10,1.2509
2019-07-11,1.2528
2019-07-12,1.2572
2019-07-13,1.2572
2019-07-15,1.2518
2019-07-16,1.241
2019-07-17,1.2433
2019-07-18,1.253
2019-07-19,1.2501
2019-07-20,1.2501
2019-07-22,1.2477
2019-07-23,1.2438
2019-07-24,1.2485
2019-07-25,1.2454
2019-07-26,1.2381
2019-07-27,1.2381
2019-07-29,1.2226
2019-07-30,1.2162
2019-07-31,1.216
2019-08-01,1.212
2019-08-02,1.2159
2019-08-03,1.2159
2019-08-05,1.2154
2019-08-06,1.2166
2019-08-07,1.2146
2019-08-08,1.2142
2019-08-09,1.2037
2019-08-10,1.2037
2019-08-12,1.2079
2019-08-13,1.2058
2019-08-14,1.2061
2019-08-15,1.2093
2019-08-16,1.2151
2019-08-17,1.2151
2019-08-19,1.2126
2019-08-20,1.2166
2019-08-21,1.213
2019-08-22,1.2253
2019-08-23,1.2278
2019-08-24,1.2278
2019-08-26,1.2224
2019-08-27,1.2285
2019-08-28,1.2218
2019-08-29,1.2183
2019-08-30,1.2158
2019-08-31,1.2158
2019-09-02,1.2066
2019-09-03,1.2088
2019-09-04,1.2247
2019-09-05,1.2327
2019-09-06,1.2281
2019-09-07,1.2281
2019-09-09,1.2349
2019-09-10,1.2355
2019-09-11,1.2329
2019-09-12,1.2335
2019-09-13,1.2506
2019-09-14,1.2506
2019-09-16,1.2429
2019-09-17,1.2503
2019-09-18,1.2477
2019-09-19,1.2524
2019-09-20,1.247
2019-09-21,1.247
2019-09-23,1.2437
2019-09-24,1.2494
2019-09-25,1.2358
2019-09-26,1.2326
2019-09-27,1.229
2019-09-28,1.229
2019-09-30,1.229
2019-10-01,1.2287
2019-10-02,1.2299
2019-10-03,1.2337
2019-10-04,1.2333
2019-10-05,1.2333
2019-10-07,1.2287
2019-10-08,1.2225
2019-10-09,1.2215
2019-10-10,1.2435
2019-10-11,1.265
2019-10-12,1.265
2019-10-14,1.2605
2019-10-15,1.2762
2019-10-16,1.2819
2019-10-17,1.288
2019-10-18,1.2985
2019-10-19,1.2985
2019-10-21,1.2967
2019-10-22,1.2886
2019-10-23,1.2915
2019-10-24,1.2843
2019-10-25,1.2827
2019-10-26,1.2827
2019-10-28,1.2857
2019-10-29,1.2865
2019-10-30,1.2902
2019-10-31,1.2932
2019-11-01,1.2942
2019-11-02,1.2942
2019-11-04,1.2883
2019-11-05,1.2879
2019-11-06,1.2855
2019-11-07,1.2812
2019-11-08,1.2775
2019-11-09,1.2775
2019-11-11,1.2856
2019-11-12,1.2851
2019-11-13,1.2852
2019-11-14,1.2883
2019-11-15,1.2904
2019-11-16,1.2905
2019-11-18,1.2951
2019-11-19,1.2926
2019-11-20,1.2926
2019-11-21,1.291
2019-11-22,1.2835
2019-11-23,1.2835
2019-11-25,1.2902
2019-11-26,1.2862
2019-11-27,1.2948
2019-11-28,1.291
2019-11-29,1.2925
2019-11-30,1.2928
2019-12-02,1.2944
2019-12-03,1.2995
2019-12-04,1.3104
2019-12-05,1.316
2019-12-06,1.314
2019-12-07,1.314
2019-12-09,1.3139
2019-12-10,1.3123
2019-12-11,1.3197
2019-12-12,1.3447
2019-12-13,1.3332
2019-12-14,1.3325
2019-12-16,1.3274
2019-12-17,1.3134
2019-12-18,1.3083
2019-12-19,1.3007
2019-12-20,1.3005
2019-12-21,1.3005
2019-12-23,1.2942
2019-12-24,1.2933
2019-12-25,1.2974
2019-12-26,1.2999
2019-12-27,1.308
2019-12-28,1.308
2019-12-30,1.3122
2019-12-31,1.3262
2020-01-01,1.3254
2020-01-02,1.3142
2020-01-03,1.3081
2020-01-04,1.3088
2020-01-06,1.3178
2020-01-07,1.3118
2020-01-08,1.3101
2020-01-09,1.3067
2020-01-10,1.3065
2020-01-11,1.3065
2020-01-13,1.299
2020-01-14,1.3023
2020-01-15,1.305
2020-01-16,1.3077
2020-01-17,1.3008
2020-01-18,1.3016
2020-01-20,1.3007
2020-01-21,1.3046
2020-01-22,1.314
2020-01-23,1.3122
2020-01-24,1.3074
2020-01-25,1.3074
2020-01-27,1.3054
2020-01-28,1.3028
2020-01-29,1.3015
2020-01-30,1.3088
2020-01-31,1.3202
2020-02-01,1.3205
2020-02-03,1.2997
2020-02-04,1.3031
2020-02-05,1.2998
2020-02-06,1.2927
2020-02-07,1.2887
2020-02-08,1.2893
2020-02-10,1.2914
2020-02-11,1.2957
2020-02-12,1.2959
2020-02-13,1.305
2020-02-14,1.3047
2020-02-15,1.3047
2020-02-17,1.3002
2020-02-18,1.3001
2020-02-19,1.2921
2020-02-20,1.2882
2020-02-21,1.2961
2020-02-22,1.2955
2020-02-24,1.2925
2020-02-25,1.3002
2020-02-26,1.2905
2020-02-27,1.2893
2020-02-28,1.2817
2020-02-29,1.2822
2020-03-02,1.2755
2020-03-03,1.2815
2020-03-04,1.2867
2020-03-05,1.2952
2020-03-06,1.3048
2020-03-07,1.305
2020-03-09,1.3099
2020-03-10,1.29
2020-03-11,1.2814
2020-03-12,1.2574
2020-03-13,1.227
2020-03-14,1.227
2020-03-16,1.2267
2020-03-17,1.2079
2020-03-18,1.164
2020-03-19,1.1452
2020-03-20,1.165
2020-03-21,1.165
2020-03-23,1.1556
2020-03-24,1.1788
2020-03-25,1.1824
2020-03-26,1.2159
2020-03-27,1.2455
2020-03-28,1.2455
2020-03-30,1.2404
2020-03-31,1.2403
2020-04-01,1.2399
2020-04-02,1.2398
2020-04-03,1.227
2020-04-04,1.227
2020-04-06,1.2209
2020-04-07,1.2344
2020-04-08,1.2387
2020-04-09,1.2458
2020-04-10,1.2449
2020-04-11,1.2447
2020-04-13,1.2514
2020-04-14,1.2624
2020-04-15,1.2522
2020-04-16,1.2477
2020-04-17,1.251
2020-04-18,1.251
2020-04-20,1.2442
2020-04-21,1.2297
2020-04-22,1.2338
2020-04-23,1.2354
2020-04-24,1.2365
2020-04-25,1.2365
2020-04-27,1.2425
2020-04-28,1.2427
2020-04-29,1.2474
2020-04-30,1.258
2020-05-01,1.2502
2020-05-02,1.2502
2020-05-04,1.2443
2020-05-05,1.2445
2020-05-06,1.2336
2020-05-07,1.2369
2020-05-08,1.2406
2020-05-09,1.2406
2020-05-11,1.2337
2020-05-12,1.2264
2020-05-13,1.2231
2020-05-14,1.2226
2020-05-15,1.2104
2020-05-16,1.2104
2020-05-18,1.2201
2020-05-19,1.2249
2020-05-20,1.2238
2020-05-21,1.2225
2020-05-22,1.2166
2020-05-23,1.2166
2020-05-25,1.2189
2020-05-26,1.2333
2020-05-27,1.2263
2020-05-28,1.232
2020-05-29,1.2344
2020-05-30,1.2344
2020-06-01,1.2485
2020-06-02,1.2549
2020-06-03,1.2574
2020-06-04,1.26
2020-06-05,1.2667
2020-06-06,1.2666
2020-06-08,1.2736
2020-06-09,1.2731
2020-06-10,1.2742
2020-06-11,1.2585
2020-06-12,1.2545
2020-06-13,1.2545
2020-06-15,1.2625
2020-06-16,1.2564
2020-06-17,1.256
2020-06-18,1.2427
2020-06-19,1.235
2020-06-20,1.2349
2020-06-22,1.249
2020-06-23,1.252
2020-06-24,1.2415
2020-06-25,1.2421
2020-06-26,1.2339
2020-06-27,1.2339
2020-06-29,1.2311
2020-06-30,1.2393
2020-07-01,1.2478
2020-07-02,1.2471
2020-07-03,1.2484
2020-07-04,1.2484
2020-07-06,1.2492
2020-07-07,1.2542
2020-07-08,1.261
2020-07-09,1.2606
2020-07-10,1.2623
2020-07-11,1.2623
2020-07-13,1.2559
2020-07-14,1.2573
2020-07-15,1.259
2020-07-16,1.2554
2020-07-17,1.2566
2020-07-18,1.2566
2020-07-20,1.2659
2020-07-21,1.2732
2020-07-22,1.2734
2020-07-23,1.2742
2020-07-24,1.2797
2020-07-25,1.2792
2020-07-27,1.2891
2020-07-28,1.293
2020-07-29,1.2992
2020-07-30,1.3093
2020-07-31,1.3085
2020-08-01,1.3085
2020-08-03,1.3074
2020-08-04,1.3073
2020-08-05,1.3128
2020-08-06,1.3143
2020-08-07,1.305
2020-08-08,1.3044
2020-08-10,1.3075
2020-08-11,1.306
2020-08-12,1.3036
2020-08-13,1.3071
2020-08-14,1.3085
2020-08-15,1.3087
2020-08-17,1.3104
2020-08-18,1.3246
2020-08-19,1.3118
2020-08-20,1.3219
2020-08-21,1.309
2020-08-22,1.309
2020-08-24,1.3069
2020-08-25,1.3148
2020-08-26,1.3219
2020-08-27,1.3198
2020-08-28,1.3351
2020-08-29,1.3351
2020-08-31,1.3366
2020-09-01,1.3393
2020-09-02,1.3353
2020-09-03,1.3272
2020-09-04,1.3279
2020-09-05,1.329
2020-09-07,1.3166
2020-09-08,1.2963
2020-09-09,1.3007
2020-09-10,1.2819
2020-09-11,1.2795
2020-09-12,1.2795
2020-09-14,1.2851
2020-09-15,1.289
2020-09-16,1.2973
2020-09-17,1.2978
2020-09-18,1.2917
2020-09-19,1.2917
2020-09-21,1.2816
2020-09-22,1.2734
2020-09-23,1.2723
2020-09-24,1.2749
2020-09-25,1.2745
2020-09-26,1.2745
2020-09-28,1.2846
2020-09-29,1.2865
2020-09-30,1.2927
2020-10-01,1.2886
2020-10-02,1.2934
2020-10-03,1.2934
2020-10-05,1.2992
2020-10-06,1.2874
2020-10-07,1.2921
2020-10-08,1.2937
2020-10-09,1.3049
2020-10-10,1.3049
2020-10-12,1.3067
2020-10-13,1.2937
2020-10-14,1.3009
2020-10-15,1.29
2020-10-16,1.2915
2020-10-17,1.2915
2020-10-19,1.2946
2020-10-20,1.295
2020-10-21,1.3139
2020-10-22,1.3081
2020-10-23,1.3046
2020-10-24,1.3046
2020-10-26,1.3017
2020-10-27,1.3027
2020-10-28,1.299
2020-10-29,1.2927
2020-10-30,1.2948
2020-10-31,1.2945
2020-11-02,1.2916
2020-11-03,1.3069
2020-11-04,1.2958
2020-11-05,1.3145
2020-11-06,1.3158
2020-11-07,1.3158
2020-11-09,1.3161
2020-11-10,1.3269
2020-11-11,1.3223
2020-11-12,1.3117
2020-11-13,1.32
2020-11-14,1.3195
2020-11-16,1.3195
2020-11-17,1.3257
2020-11-18,1.3268
2020-11-19,1.3254
2020-11-20,1.3285
2020-11-21,1.3286
2020-11-23,1.3323
2020-11-24,1.3357
2020-11-25,1.3382
2020-11-26,1.3356
2020-11-27,1.3318
2020-11-28,1.3307
2020-11-30,1.3331
2020-12-01,1.3428
2020-12-02,1.3373
2020-12-03,1.3453
2020-12-04,1.3437
2020-12-05,1.344
2020-12-07,1.3372
2020-12-08,1.336
2020-12-09,1.3361
2020-12-10,1.3302
2020-12-11,1.3226
2020-12-12,1.3226
2020-12-14,1.3333
2020-12-15,1.3451
2020-12-16,1.3503
2020-12-17,1.3585
2020-12-18,1.3523
2020-12-19,1.3523
2020-12-21,1.3451
2020-12-22,1.3364
2020-12-23,1.351
2020-12-24,1.3568
2020-12-25,1.3381
2020-12-26,1.3381
2020-12-28,1.3452
2020-12-29,1.3502
2020-12-30,1.3619
2020-12-31,1.3688
2021-01-01,1.3673
2021-01-02,1.3673
2021-01-04,1.3576
2021-01-05,1.3622
2021-01-06,1.3614
2021-01-07,1.3564
2021-01-08,1.3566
2021-01-09,1.3566
2021-01-11,1.3512
2021-01-12,1.3661
2021-01-13,1.3642
2021-01-14,1.3689
2021-01-15,1.3589
2021-01-16,1.3589
2021-01-18,1.3584
2021-01-19,1.3634
2021-01-20,1.3655
2021-01-21,1.3732
2021-01-22,1.3682
2021-01-23,1.3682
2021-01-25,1.3676
2021-01-26,1.3735
2021-01-27,1.3692
2021-01-28,1.3729
2021-01-29,1.3713
2021-01-30,1.3713
2021-02-01,1.3667
2021-02-02,1.3665
2021-02-03,1.3644
2021-02-04,1.3668
2021-02-05,1.3737
2021-02-06,1.3737
2021-02-08,1.374
2021-02-09,1.3813
2021-02-10,1.3828
2021-02-11,1.3817
2021-02-12,1.3842
2021-02-13,1.3842
2021-02-15,1.3907
2021-02-16,1.39
2021-02-17,1.3861
2021-02-18,1.397
2021-02-19,1.4005
2021-02-20,1.4015
2021-02-22,1.4068
2021-02-23,1.4114
2021-02-24,1.4142
2021-02-25,1.4012
2021-02-26,1.3925
2021-02-27,1.3925
2021-03-01,1.3925
2021-03-02,1.3955
2021-03-03,1.3952
2021-03-04,1.3894
2021-03-05,1.384
2021-03-06,1.384
2021-03-08,1.3821
2021-03-09,1.3895
2021-03-10,1.3933
2021-03-11,1.3989
2021-03-12,1.392
2021-03-13,1.392
2021-03-15,1.3897
2021-03-16,1.3898
2021-03-17,1.3967
2021-03-18,1.3929
2021-03-19,1.387
2021-03-20,1.387
2021-03-22,1.3861
2021-03-23,1.3751
2021-03-24,1.3685
2021-03-25,1.3743
2021-03-26,1.3784
2021-03-27,1.3791
2021-03-29,1.3766
2021-03-30,1.374
2021-03-31,1.3783
2021-04-01,1.3834
2021-04-02,1.3831
2021-04-03,1.383
2021-04-05,1.3917
2021-04-06,1.3822
2021-04-07,1.3736
2021-04-08,1.3734
2021-04-09,1.3709
2021-04-10,1.3709
2021-04-12,1.3746
2021-04-13,1.3752
2021-04-14,1.3777
2021-04-15,1.3783
2021-04-16,1.3832
2021-04-17,1.384
2021-04-19,1.3988
2021-04-20,1.3939
2021-04-21,1.3927
2021-04-22,1.3838
2021-04-23,1.388
2021-04-24,1.388
2021-04-26,1.3896
2021-04-27,1.3904
2021-04-28,1.3952
2021-04-29,1.3944
2021-04-30,1.3817
2021-05-01,1.3817
2021-05-03,1.3903
2021-05-04,1.3894
2021-05-05,1.3907
2021-05-06,1.3893
2021-05-07,1.3985
2021-05-08,1.3985
2021-05-10,1.4127
2021-05-11,1.414
2021-05-12,1.4062
2021-05-13,1.4047
2021-05-14,1.41
2021-05-15,1.41
2021-05-17,1.4137
2021-05-18,1.419
2021-05-19,1.411
2021-05-20,1.4188
2021-05-21,1.4151
2021-05-22,1.4151
2021-05-24,1.4157
2021-05-25,1.4149
2021-05-26,1.4121
2021-05-27,1.4205
2021-05-28,1.419
2021-05-29,1.419
2021-05-31,1.4214
2021-06-01,1.4149
2021-06-02,1.4171
2021-06-03,1.4108
2021-06-04,1.4161
2021-06-05,1.4161
2021-06-07,1.4179
2021-06-08,1.4151
2021-06-09,1.4111
2021-06-10,1.4172
2021-06-11,1.4109
2021-06-12,1.4108
2021-06-14,1.4107
2021-06-15,1.4081
2021-06-16,1.3994
2021-06-17,1.3934
2021-06-18,1.3812
2021-06-19,1.3812
2021-06-21,1.3929
2021-06-22,1.395
2021-06-23,1.3967
2021-06-24,1.3922
2021-06-25,1.3885
2021-06-26,1.3885
2021-06-28,1.388
2021-06-29,1.3841
2021-06-30,1.3828
2021-07-01,1.3762
2021-07-02,1.3825
2021-07-03,1.3825
2021-07-05,1.3858
2021-07-06,1.38
2021-07-07,1.3805
2021-07-08,1.3787
2021-07-09,1.39
2021-07-10,1.39
2021-07-12,1.3886
2021-07-13,1.3813
2021-07-14,1.3857
2021-07-15,1.3832
2021-07-16,1.3765
2021-07-17,1.3775
2021-07-19,1.367
2021-07-21,1.3715
2021-07-22,1.3769
2021-07-23,1.3755
2021-07-24,1.3755
2021-07-26,1.3819
2021-07-27,1.3881
2021-07-28,1.3908
2021-07-29,1.3969
2021-07-30,1.3905
2021-07-31,1.3905
2021-08-02,1.389
2021-08-03,1.3916
2021-08-04,1.3886
2021-08-05,1.3929
2021-08-06,1.3875
2021-08-07,1.3875
2021-08-09,1.3848
2021-08-10,1.3839
2021-08-11,1.3868
2021-08-12,1.3812
2021-08-13,1.3865
2021-08-14,1.3865
2021-08-16,1.3842
2021-08-17,1.3743
2021-08-18,1.3757
2021-08-19,1.3634
2021-08-20,1.3625
2021-08-21,1.3625
2021-08-23,1.3722
2021-08-24,1.3728
2021-08-25,1.3766
2021-08-26,1.3703
2021-08-27,1.3762
2021-08-28,1.3765
2021-08-30,1.3758
2021-08-31,1.3755
2021-09-01,1.3772
2021-09-02,1.3837
2021-09-03,1.3858
2021-09-04,1.3865
2021-09-06,1.3836
2021-09-07,1.3786
2021-09-08,1.3774
2021-09-09,1.3837
2021-09-10,1.3835
2021-09-11,1.3835
2021-09-13,1.3839
2021-09-14,1.3805
2021-09-15,1.3853
2021-09-16,1.3797
2021-09-17,1.3735
2021-09-18,1.3741
2021-09-20,1.3665
2021-09-21,1.3662
2021-09-22,1.3623
2021-09-23,1.3723
2021-09-24,1.3676
2021-09-25,1.3685
2021-09-27,1.3701
2021-09-28,1.3539
2021-09-29,1.3429
2021-09-30,1.3482
2021-10-01,1.3545
2021-10-02,1.3545
2021-10-04,1.361
2021-10-05,1.3628
2021-10-06,1.3589
2021-10-07,1.3618
2021-10-08,1.3614
2021-10-09,1.3614
2021-10-11,1.3586
2021-10-12,1.359
2021-10-13,1.3666
2021-10-14,1.3676
2021-10-15,1.3747
2021-10-16,1.3745
2021-10-18,1.3731
2021-10-19,1.3795
2021-10-20,1.3825
2021-10-21,1.3794
2021-10-22,1.3758
2021-10-23,1.376
2021-10-25,1.3764
2021-10-26,1.3766
2021-10-27,1.3741
2021-10-28,1.3797
2021-10-29,1.3685
2021-10-30,1.3685
2021-11-01,1.366
2021-11-02,1.3615
2021-11-03,1.3692
2021-11-04,1.3503
2021-11-05,1.3503
2021-11-06,1.3498
2021-11-08,1.3566
2021-11-09,1.3556
2021-11-10,1.341
2021-11-11,1.3368
2021-11-12,1.3415
2021-11-13,1.3415
2021-11-15,1.3411
2021-11-16,1.3427
2021-11-17,1.3491
2021-11-18,1.3498
2021-11-19,1.3445
2021-11-20,1.3445
2021-11-22,1.3396
2021-11-23,1.3376
2021-11-24,1.3327
2021-11-25,1.3318
2021-11-26,1.3343
2021-11-27,1.3343
2021-11-29,1.3308
2021-11-30,1.3296
2021-12-01,1.3277
2021-12-02,1.3304
2021-12-03,1.3233
2021-12-04,1.3233
2021-12-06,1.3261
2021-12-07,1.3244
2021-12-08,1.3206
2021-12-09,1.3221
2021-12-10,1.3272
2021-12-11,1.327
2021-12-13,1.3214
2021-12-14,1.323
2021-12-15,1.3265
2021-12-16,1.3324
2021-12-17,1.3235
2021-12-18,1.3235
2021-12-20,1.321
2021-12-21,1.3265
2021-12-22,1.335
2021-12-23,1.3412
2021-12-24,1.3385
2021-12-25,1.3388
2021-12-27,1.3442
2021-12-28,1.3435
2021-12-29,1.3487
2021-12-30,1.3501
2021-12-31,1.352
2022-01-01,1.3532
2022-01-03,1.3474
2022-01-04,1.3527
2022-01-05,1.3553
2022-01-06,1.3534
2022-01-07,1.3595
2022-01-08,1.3595
2022-01-10,1.3577
2022-01-11,1.3633
2022-01-12,1.3707
2022-01-13,1.3709
2022-01-14,1.3676
2022-01-15,1.3676
2022-01-17,1.3647
2022-01-18,1.3598
2022-01-19,1.3613
2022-01-20,1.36
2022-01-21,1.3557
2022-01-22,1.3555
2022-01-24,1.3493
2022-01-25,1.3507
2022-01-26,1.3461
2022-01-27,1.338
2022-01-28,1.34
2022-01-29,1.3405
2022-01-31,1.3447
2022-02-01,1.3525
2022-02-02,1.3576
2022-02-03,1.3605
2022-02-04,1.3538
2022-02-05,1.3538
2022-02-07,1.3535
2022-02-08,1.3547
2022-02-09,1.3536
2022-02-10,1.3562
2022-02-11,1.3559
2022-02-12,1.357
2022-02-14,1.3531
2022-02-15,1.3544
2022-02-16,1.3583
2022-02-17,1.3615
2022-02-18,1.3594
2022-02-19,1.3594
2022-02-21,1.3601
2022-02-22,1.3586
2022-02-23,1.3547
2022-02-24,1.338
2022-02-25,1.3401
2022-02-26,1.3401
2022-02-28,1.3419
2022-03-01,1.3327
2022-03-02,1.3403
2022-03-03,1.3349
2022-03-04,1.323
2022-03-05,1.3228
2022-03-07,1.3107
2022-03-08,1.3099
2022-03-09,1.3181
2022-03-10,1.3085
2022-03-11,1.3029
2022-03-12,1.3041
2022-03-14,1.3009
2022-03-15,1.3046
2022-03-16,1.313
2022-03-17,1.3155
2022-03-18,1.3181
2022-03-19,1.3181
2022-03-21,1.3169
2022-03-22,1.3269
2022-03-23,1.3198
2022-03-24,1.3191
2022-03-25,1.319
2022-03-26,1.319
2022-03-28,1.3104
2022-03-29,1.3098
2022-03-30,1.3138
2022-03-31,1.3148
2022-04-01,1.3115
2022-04-02,1.3115
2022-04-04,1.3114
2022-04-05,1.308
2022-04-06,1.3069
2022-04-07,1.3069
2022-04-08,1.3018
2022-04-09,1.3018
2022-04-11,1.3027
2022-04-12,1.3002
2022-04-13,1.3119
2022-04-14,1.3075
2022-04-15,1.3059
2022-04-16,1.306
2022-04-18,1.3011
2022-04-19,1.3008
2022-04-20,1.3072
2022-04-21,1.3032
2022-04-22,1.2838
2022-04-23,1.284
2022-04-25,1.274
2022-04-26,1.2578
2022-04-27,1.2536
2022-04-28,1.2456
2022-04-29,1.2566
2022-04-30,1.2574
2022-05-02,1.2497
2022-05-03,1.2499
2022-05-04,1.261
2022-05-05,1.2369
2022-05-06,1.2342
2022-05-07,1.234
2022-05-09,1.2328
2022-05-10,1.2315
2022-05-11,1.2248
2022-05-12,1.22
2022-05-13,1.2262
