date,symbol,ratingScore,ratingDetailsDCFScore,ratingDetailsROEScore,ratingDetailsROAScore,ratingDetailsPEScore,ratingDetailsPBScore
2011-05-12,PG,4,3,3,3,5,5
2011-05-11,PG,4,3,3,3,5,5
2011-05-10,PG,4,3,3,3,5,5
2011-05-09,PG,4,3,3,3,5,5
2011-05-06,PG,4,3,3,3,5,5
2011-05-05,PG,4,3,3,3,5,5
2011-05-04,PG,4,3,3,3,5,5
2011-05-03,PG,4,3,3,3,5,5
2011-05-02,PG,4,3,3,3,5,5
2011-04-29,PG,4,3,3,3,5,5
2011-04-28,PG,4,3,3,3,5,5
2011-04-27,PG,4,3,3,3,5,5
2011-04-26,PG,4,3,3,3,5,5
2011-04-25,PG,4,3,3,3,5,5
2011-04-21,PG,4,3,3,3,5,5
2011-04-20,PG,4,3,3,3,5,5
2011-04-19,PG,4,3,3,3,5,5
2011-04-18,PG,4,3,3,3,5,5
2011-04-15,PG,4,3,3,3,5,5
2011-04-14,PG,4,3,3,3,5,5
2011-04-13,PG,4,3,3,3,5,5
2011-04-12,PG,4,3,3,3,5,5
2011-04-11,PG,4,3,3,3,5,5
2011-04-08,PG,4,3,3,3,5,5
2011-04-07,PG,4,3,3,3,5,5
2011-04-06,PG,4,3,3,3,5,5
2011-04-05,PG,4,3,3,3,5,5
2011-04-04,PG,4,3,3,3,5,5
2011-04-01,PG,4,3,3,3,5,5
2011-03-31,PG,4,3,3,3,5,5
2011-03-30,PG,4,3,3,3,5,5
2011-03-29,PG,4,3,3,3,5,5
2011-03-28,PG,4,3,3,3,5,5
2011-03-25,PG,4,3,3,3,5,5
2011-03-24,PG,4,3,3,3,5,5
2011-03-23,PG,4,3,3,3,5,5
2011-03-22,PG,4,3,3,3,5,5
2011-03-21,PG,4,3,3,3,5,5
2011-03-18,PG,4,3,3,3,5,5
2011-03-17,PG,4,3,3,3,5,5
2011-03-16,PG,4,3,3,3,5,5
2011-03-15,PG,4,3,3,3,5,5
2011-03-14,PG,4,3,3,3,5,5
2011-03-11,PG,4,3,3,3,5,5
2011-03-10,PG,4,3,3,3,5,5
2011-03-09,PG,4,3,3,3,5,5
2011-03-08,PG,4,3,3,3,5,5
2011-03-07,PG,4,3,3,3,5,5
2011-03-04,PG,4,3,3,3,5,5
2011-03-03,PG,4,3,3,3,5,5
2011-03-02,PG,4,3,3,3,5,5
2011-03-01,PG,4,3,3,3,5,5
2011-02-28,PG,4,3,3,3,5,5
2011-02-25,PG,4,3,3,3,5,5
2011-02-24,PG,4,3,3,3,5,5
2011-02-23,PG,4,3,3,3,5,5
2011-02-22,PG,4,3,3,3,5,5
2011-02-18,PG,4,3,3,3,5,5
2011-02-17,PG,4,3,3,3,5,5
2011-02-16,PG,4,3,3,3,5,5
2011-02-15,PG,4,3,3,3,5,5
2011-02-14,PG,4,3,3,3,5,5
2011-02-11,PG,4,3,3,3,5,5
2011-02-10,PG,4,3,3,3,5,5
2011-02-09,PG,4,3,3,3,5,5
2011-02-08,PG,4,3,3,3,5,5
2011-02-07,PG,4,3,3,3,5,5
2011-02-04,PG,4,3,3,3,5,5
2011-02-03,PG,4,3,3,3,5,5
2011-02-02,PG,4,3,3,3,5,5
2011-02-01,PG,4,3,3,3,5,5
2011-01-31,PG,4,3,3,3,5,5
2011-01-28,PG,4,3,3,3,5,5
2011-01-27,PG,4,3,3,3,5,5
2011-01-26,PG,4,3,3,3,5,5
2011-01-25,PG,4,3,3,3,5,5
2011-01-24,PG,4,3,3,3,5,5
2011-01-21,PG,4,3,3,3,5,5
2011-01-20,PG,4,3,3,3,5,5
2011-01-19,PG,4,3,3,3,5,5
2011-01-18,PG,4,3,3,3,5,5
2011-01-14,PG,4,3,3,3,5,5
2011-01-13,PG,4,3,3,3,5,5
2011-01-12,PG,4,3,3,3,5,5
2011-01-11,PG,4,3,3,3,5,5
2011-01-10,PG,4,3,3,3,5,5
2011-01-07,PG,4,3,3,3,5,5
2011-01-06,PG,4,3,3,3,5,5
2011-01-05,PG,4,3,3,3,5,5
2011-01-04,PG,4,3,3,3,5,5
2011-01-03,PG,4,3,3,3,5,5
2010-12-31,PG,4,3,3,3,5,5
2010-12-30,PG,4,3,3,3,5,5
2010-12-29,PG,4,3,3,3,5,5
2010-12-28,PG,4,3,3,3,5,5
2010-12-27,PG,4,3,3,3,5,5
2010-12-23,PG,4,3,3,3,5,5
2010-12-22,PG,4,3,3,3,5,5
2010-12-21,PG,4,3,3,3,5,5
2010-12-20,PG,4,3,3,3,5,5
2010-12-17,PG,4,3,3,3,5,5
2010-12-16,PG,4,3,3,3,5,5
2010-12-15,PG,4,3,3,3,5,5
2010-12-14,PG,4,3,3,3,5,5
2010-12-13,PG,4,3,3,3,5,5
2010-12-10,PG,4,3,3,3,5,5
2010-12-09,PG,4,3,3,3,5,5
2010-12-08,PG,4,3,3,3,5,5
2010-12-07,PG,4,3,3,3,5,5
2010-12-06,PG,4,3,3,3,5,5
2010-12-03,PG,4,3,3,3,5,5
2010-12-02,PG,4,3,3,3,5,5
2010-12-01,PG,4,3,3,3,5,5
2010-11-30,PG,4,3,3,3,5,5
2010-11-29,PG,4,3,3,3,5,5
2010-11-26,PG,4,3,3,3,5,5
2010-11-24,PG,4,3,3,3,5,5
2010-11-23,PG,4,3,3,3,5,5
2010-11-22,PG,4,3,3,3,5,5
2010-11-19,PG,4,3,3,3,5,5
2010-11-18,PG,4,3,3,3,5,5
2010-11-17,PG,4,3,3,3,5,5
2010-11-16,PG,4,3,3,3,5,5
2010-11-15,PG,4,3,3,3,5,5
2010-11-12,PG,4,3,3,3,5,5
2010-11-11,PG,4,3,3,3,5,5
2010-11-10,PG,4,3,3,3,5,5
2010-11-09,PG,4,3,3,3,5,5
2010-11-08,PG,4,3,3,3,5,5
2010-11-05,PG,4,3,3,3,5,5
2010-11-04,PG,4,3,3,3,5,5
2010-11-03,PG,4,3,3,3,5,5
2010-11-02,PG,4,3,3,3,5,5
2010-11-01,PG,4,3,3,3,5,5
2010-10-29,PG,4,3,3,3,5,5
2010-10-28,PG,4,3,3,3,5,5
2010-10-27,PG,4,3,3,3,5,5
2010-10-26,PG,4,3,3,3,5,5
2010-10-25,PG,4,3,3,3,5,5
2010-10-22,PG,4,3,3,3,5,5
2010-10-21,PG,4,3,3,3,5,5
2010-10-20,PG,4,3,3,3,5,5
2010-10-19,PG,4,3,3,3,5,5
2010-10-18,PG,4,3,3,3,5,5
2010-10-15,PG,4,3,3,3,5,5
2010-10-14,PG,4,3,3,3,5,5
2010-10-13,PG,4,3,3,3,5,5
2010-10-12,PG,4,3,3,3,5,5
2010-10-11,PG,4,3,3,3,5,5
2010-10-08,PG,4,3,3,3,5,5
2010-10-07,PG,4,3,3,3,5,5
2010-10-06,PG,4,3,3,3,5,5
2010-10-05,PG,4,3,3,3,5,5
2010-10-04,PG,4,3,3,3,5,5
2010-10-01,PG,4,3,3,3,5,5
2010-09-30,PG,4,3,3,3,5,5
2010-09-29,PG,4,3,3,3,5,5
2010-09-28,PG,4,3,3,3,5,5
2010-09-27,PG,4,3,3,3,5,5
2010-09-24,PG,4,3,3,3,5,5
2010-09-23,PG,4,3,3,3,5,5
2010-09-22,PG,4,3,3,3,5,5
2010-09-21,PG,4,3,3,3,5,5
2010-09-20,PG,4,3,3,3,5,5
2010-09-17,PG,4,3,3,3,5,5
2010-09-16,PG,4,3,3,3,5,5
2010-09-15,PG,4,3,3,3,5,5
2010-09-14,PG,4,3,3,3,5,5
2010-09-13,PG,4,3,3,3,5,5
2010-09-10,PG,4,3,3,3,5,5
2010-09-09,PG,4,3,3,3,5,5
2010-09-08,PG,4,3,3,3,5,5
2010-09-07,PG,4,3,3,3,5,5
2010-09-03,PG,4,3,3,3,5,5
2010-09-02,PG,4,3,3,3,5,5
2010-09-01,PG,4,3,3,3,5,5
2010-08-31,PG,4,3,3,3,5,5
2010-08-30,PG,4,3,3,3,5,5
2010-08-27,PG,4,3,3,3,5,5
2010-08-26,PG,4,3,3,3,5,5
2010-08-25,PG,4,3,3,3,5,5
2010-08-24,PG,4,3,3,3,5,5
2010-08-23,PG,4,3,3,3,5,5
2010-08-20,PG,4,3,3,3,5,5
2010-08-19,PG,4,3,3,3,5,5
2010-08-18,PG,4,3,3,3,5,5
2010-08-17,PG,4,3,3,3,5,5
2010-08-16,PG,4,3,3,3,5,5
2010-08-13,PG,4,3,3,3,5,5
2010-08-12,PG,4,3,3,3,5,5
2010-08-11,PG,4,3,3,3,5,5
2010-08-10,PG,4,3,3,3,5,5
2010-08-09,PG,4,3,3,3,5,5
2010-08-06,PG,4,3,3,3,5,5
2010-08-05,PG,4,3,3,3,5,5
2010-08-04,PG,4,3,3,3,5,5
2010-08-03,PG,4,3,3,3,5,5
2010-08-02,PG,4,3,3,3,5,5
2010-07-30,PG,4,3,3,3,5,5
2010-07-29,PG,4,3,3,3,5,5
2010-07-28,PG,4,3,3,3,5,5
2010-07-27,PG,4,3,3,3,5,5
2010-07-26,PG,4,3,3,3,5,5
2010-07-23,PG,4,3,3,3,5,5
2010-07-22,PG,4,3,3,3,5,5
2010-07-21,PG,4,3,3,3,5,5
2010-07-20,PG,4,3,3,3,5,5
2010-07-19,PG,4,3,3,3,5,5
2010-07-16,PG,4,3,3,3,5,5
2010-07-15,PG,4,3,3,3,5,5
2010-07-14,PG,4,3,3,3,5,5
2010-07-13,PG,4,3,3,3,5,5
2010-07-12,PG,4,3,3,3,5,5
2010-07-09,PG,4,3,3,3,5,5
2010-07-08,PG,4,3,3,3,5,5
2010-07-07,PG,4,3,3,3,5,5
2010-07-06,PG,4,3,3,3,5,5
2010-07-02,PG,4,3,3,3,5,5
2010-07-01,PG,4,3,3,3,5,5
2010-06-30,PG,4,3,3,3,5,5
2010-06-29,PG,4,3,3,3,5,5
2010-06-28,PG,4,3,3,3,5,5
2010-06-25,PG,4,3,3,3,5,5
2010-06-24,PG,4,3,3,3,5,5
2010-06-23,PG,4,3,3,3,5,5
2010-06-22,PG,4,3,3,3,5,5
2010-06-21,PG,4,3,3,3,5,5
2010-06-18,PG,4,3,3,3,5,5
2010-06-17,PG,4,3,3,3,5,5
2010-06-16,PG,4,3,3,3,5,5
2010-06-15,PG,4,3,3,3,5,5
2010-06-14,PG,4,3,3,3,5,5
2010-06-11,PG,4,3,3,3,5,5
2010-06-10,PG,4,3,3,3,5,5
2010-06-09,PG,4,3,3,3,5,5
2010-06-08,PG,4,3,3,3,5,5
2010-06-07,PG,4,3,3,3,5,5
2010-06-04,PG,4,3,3,3,5,5
2010-06-03,PG,4,3,3,3,5,5
2010-06-02,PG,4,3,3,3,5,5
2010-06-01,PG,4,3,3,3,5,5
2010-05-28,PG,4,3,3,3,5,5
2010-05-27,PG,4,3,3,3,5,5
2010-05-26,PG,4,3,3,3,5,5
2010-05-25,PG,4,3,3,3,5,5
2010-05-24,PG,4,3,3,3,5,5
2010-05-21,PG,4,3,3,3,5,5
2010-05-20,PG,4,3,3,3,5,5
2010-05-19,PG,4,3,3,3,5,5
2010-05-18,PG,4,3,3,3,5,5
2010-05-17,PG,4,3,3,3,5,5
2010-05-14,PG,4,3,3,3,5,5
2010-05-13,PG,4,3,3,3,5,5
2010-05-12,PG,4,3,3,3,5,5
2010-05-11,PG,4,3,3,3,5,5
2010-05-10,PG,4,3,3,3,5,5
2010-05-07,PG,4,3,3,3,5,5
2010-05-06,PG,4,3,3,3,5,5
2010-05-05,PG,4,3,3,3,5,5
2010-05-04,PG,4,3,3,3,5,5
2010-05-03,PG,4,3,3,3,5,5
2010-04-30,PG,4,3,3,3,5,5
2010-04-29,PG,4,3,3,3,5,5
2010-04-28,PG,4,3,3,3,5,5
2010-04-27,PG,4,3,3,3,5,5
2010-04-26,PG,4,3,3,3,5,5
2010-04-23,PG,4,3,3,3,5,5
2010-04-22,PG,4,3,3,3,5,5
2010-04-21,PG,4,3,3,3,5,5
2010-04-20,PG,4,3,3,3,5,5
2010-04-19,PG,4,3,3,3,5,5
2010-04-16,PG,4,3,3,3,5,5
2010-04-15,PG,4,3,3,3,5,5
2010-04-14,PG,4,3,3,3,5,5
2010-04-13,PG,4,3,3,3,5,5
2010-04-12,PG,4,3,3,3,5,5
2010-04-09,PG,4,3,3,3,5,5
2010-04-08,PG,4,3,3,3,5,5
2010-04-07,PG,4,3,3,3,5,5
2010-04-06,PG,4,3,3,3,5,5
2010-04-05,PG,4,3,3,3,5,5
2010-04-01,PG,4,3,3,3,5,5
2010-03-31,PG,4,3,4,3,5,5
2010-03-30,PG,4,3,4,3,5,5
2010-03-29,PG,4,3,4,3,5,5
2010-03-26,PG,4,3,4,3,5,5
2010-03-25,PG,4,3,4,3,5,5
2010-03-24,PG,4,3,4,3,5,5
2010-03-23,PG,4,3,4,3,5,5
2010-03-22,PG,4,3,4,3,5,5
2010-03-19,PG,4,3,4,3,5,5
2010-03-18,PG,4,3,4,3,5,5
2010-03-17,PG,4,3,4,3,5,5
2010-03-16,PG,4,3,4,3,5,5
2010-03-15,PG,4,3,4,3,5,5
2010-03-12,PG,4,3,4,3,5,5
2010-03-11,PG,4,3,4,3,5,5
2010-03-10,PG,4,3,4,3,5,5
2010-03-09,PG,4,3,4,3,5,5
2010-03-08,PG,4,3,4,3,5,5
2010-03-05,PG,4,3,4,3,5,5
2010-03-04,PG,4,3,4,3,5,5
2010-03-03,PG,4,3,4,3,5,5
2010-03-02,PG,4,3,4,3,5,5
2010-03-01,PG,4,3,4,3,5,5
2010-02-26,PG,4,3,4,3,5,5
2010-02-25,PG,4,3,4,3,5,5
2010-02-24,PG,4,3,4,3,5,5
2010-02-23,PG,4,3,4,3,5,5
2010-02-22,PG,4,3,4,3,5,5
2010-02-19,PG,4,3,4,3,5,5
2010-02-18,PG,4,3,4,3,5,5
2010-02-17,PG,4,3,4,3,5,5
2010-02-16,PG,4,3,4,3,5,5
2010-02-12,PG,4,3,4,3,5,5
2010-02-11,PG,4,3,4,3,5,5
2010-02-10,PG,4,3,4,3,5,5
2010-02-09,PG,4,3,4,3,5,5
2010-02-08,PG,4,3,4,3,5,5
2010-02-05,PG,4,3,4,3,5,5
2010-02-04,PG,4,3,4,3,5,5
2010-02-03,PG,4,3,4,3,5,5
2010-02-02,PG,4,3,4,3,5,5
2010-02-01,PG,4,3,4,3,5,5
2010-01-29,PG,4,3,4,3,5,5
2010-01-28,PG,4,3,4,3,5,5
2010-01-27,PG,4,3,4,3,5,5
2010-01-26,PG,4,3,4,3,5,5
2010-01-25,PG,4,3,4,3,5,5
2010-01-22,PG,4,3,4,3,5,5
2010-01-21,PG,4,3,4,3,5,5
2010-01-20,PG,4,3,4,3,5,5
2010-01-19,PG,4,3,4,3,5,5
2010-01-15,PG,4,3,4,3,5,5
2010-01-14,PG,4,3,4,3,5,5
2010-01-13,PG,4,3,4,3,5,5
2010-01-12,PG,4,3,4,3,5,5
2010-01-11,PG,4,3,4,3,5,5
2010-01-08,PG,4,3,4,3,5,5
2010-01-07,PG,4,3,4,3,5,5
2010-01-06,PG,4,3,4,3,5,5
2010-01-05,PG,4,3,4,3,5,5
2010-01-04,PG,4,3,4,3,5,5
2009-12-31,PG,4,3,3,3,5,5
2009-12-30,PG,4,3,3,3,5,5
2009-12-29,PG,4,3,3,3,5,5
2009-12-28,PG,4,3,3,3,5,5
2009-12-24,PG,4,3,3,3,5,5
2009-12-23,PG,4,3,3,3,5,5
2009-12-22,PG,4,3,3,3,5,5
2009-12-21,PG,4,3,3,3,5,5
2009-12-18,PG,4,3,3,3,5,5
2009-12-17,PG,4,3,3,3,5,5
2009-12-16,PG,4,3,3,3,5,5
2009-12-15,PG,4,3,3,3,5,5
2009-12-14,PG,4,3,3,3,5,5
2009-12-11,PG,4,3,3,3,5,5
2009-12-10,PG,4,3,3,3,5,5
2009-12-09,PG,4,3,3,3,5,5
2009-12-08,PG,4,3,3,3,5,5
2009-12-07,PG,4,3,3,3,5,5
2009-12-04,PG,4,3,3,3,5,5
2009-12-03,PG,4,3,3,3,5,5
2009-12-02,PG,4,3,3,3,5,5
2009-12-01,PG,4,3,3,3,5,5
2009-11-30,PG,4,3,3,3,5,5
2009-11-27,PG,4,3,3,3,5,5
2009-11-25,PG,4,3,3,3,5,5
2009-11-24,PG,4,3,3,3,5,5
2009-11-23,PG,4,3,3,3,5,5
2009-11-20,PG,4,3,3,3,5,5
2009-11-19,PG,4,3,3,3,5,5
2009-11-18,PG,4,3,3,3,5,5
2009-11-17,PG,4,3,3,3,5,5
2009-11-16,PG,4,3,3,3,5,5
2009-11-13,PG,4,3,3,3,5,5
2009-11-12,PG,4,3,3,3,5,5
2009-11-11,PG,4,3,3,3,5,5
2009-11-10,PG,4,3,3,3,5,5
2009-11-09,PG,4,3,3,3,5,5
2009-11-06,PG,4,3,3,3,5,5
2009-11-05,PG,4,3,3,3,5,5
2009-11-04,PG,4,3,3,3,5,5
2009-11-03,PG,4,3,3,3,5,5
2009-11-02,PG,4,3,3,3,5,5
2009-10-30,PG,4,3,3,3,5,5
2009-10-29,PG,4,3,3,3,5,5
2009-10-28,PG,4,3,3,3,5,5
2009-10-27,PG,4,3,3,3,5,5
2009-10-26,PG,4,3,3,3,5,5
2009-10-23,PG,4,3,3,3,5,5
2009-10-22,PG,4,3,3,3,5,5
2009-10-21,PG,4,3,3,3,5,5
2009-10-20,PG,4,3,3,3,5,5
2009-10-19,PG,4,3,3,3,5,5
2009-10-16,PG,4,3,3,3,5,5
2009-10-15,PG,4,3,3,3,5,5
2009-10-14,PG,4,3,3,3,5,5
2009-10-13,PG,4,3,3,3,5,5
2009-10-12,PG,4,3,3,3,5,5
2009-10-09,PG,4,3,3,3,5,5
2009-10-08,PG,4,3,3,3,5,5
2009-10-07,PG,4,3,3,3,5,5
2009-10-06,PG,4,3,3,3,5,5
2009-10-05,PG,4,3,3,3,5,5
2009-10-02,PG,4,3,3,3,5,5
2009-10-01,PG,4,3,3,3,5,5
2009-09-30,PG,4,3,3,3,5,5
2009-09-29,PG,4,3,3,3,5,5
2009-09-28,PG,4,3,3,3,5,5
2009-09-25,PG,4,3,3,3,5,5
2009-09-24,PG,4,3,3,3,5,5
2009-09-23,PG,4,3,3,3,5,5
2009-09-22,PG,4,3,3,3,5,5
2009-09-21,PG,4,3,3,3,5,5
2009-09-18,PG,4,3,3,3,5,5
2009-09-17,PG,4,3,3,3,5,5
2009-09-16,PG,4,3,3,3,5,5
2009-09-15,PG,4,3,3,3,5,5
2009-09-14,PG,4,3,3,3,5,5
2009-09-11,PG,4,3,3,3,5,5
2009-09-10,PG,4,3,3,3,5,5
2009-09-09,PG,4,3,3,3,5,5
2009-09-08,PG,4,3,3,3,5,5
2009-09-04,PG,4,3,3,3,5,5
2009-09-03,PG,4,3,3,3,5,5
2009-09-02,PG,4,3,3,3,5,5
2009-09-01,PG,4,3,3,3,5,5
2009-08-31,PG,4,3,3,3,5,5
2009-08-28,PG,4,3,3,3,5,5
2009-08-27,PG,4,3,3,3,5,5
2009-08-26,PG,4,3,3,3,5,5
2009-08-25,PG,4,3,3,3,5,5
2009-08-24,PG,4,3,3,3,5,5
2009-08-21,PG,4,3,3,3,5,5
2009-08-20,PG,4,3,3,3,5,5
2009-08-19,PG,4,3,3,3,5,5
2009-08-18,PG,4,3,3,3,5,5
2009-08-17,PG,4,3,3,3,5,5
2009-08-14,PG,4,3,3,3,5,5
2009-08-13,PG,4,3,3,3,5,5
2009-08-12,PG,4,3,3,3,5,5
2009-08-11,PG,4,3,3,3,5,5
2009-08-10,PG,4,3,3,3,5,5
2009-08-07,PG,4,3,3,3,5,5
2009-08-06,PG,4,3,3,3,5,5
2009-08-05,PG,4,3,3,3,5,5
2009-08-04,PG,4,3,3,3,5,5
2009-08-03,PG,4,3,3,3,5,5
2009-07-31,PG,4,3,3,3,5,5
2009-07-30,PG,4,3,3,3,5,5
2009-07-29,PG,4,3,3,3,5,5
2009-07-28,PG,4,3,3,3,5,5
2009-07-27,PG,4,3,3,3,5,5
2009-07-24,PG,4,3,3,3,5,5
2009-07-23,PG,4,3,3,3,5,5
2009-07-22,PG,4,3,3,3,5,5
2009-07-21,PG,4,3,3,3,5,5
2009-07-20,PG,4,3,3,3,5,5
2009-07-17,PG,4,3,3,3,5,5
2009-07-16,PG,4,3,3,3,5,5
2009-07-15,PG,4,3,3,3,5,5
2009-07-14,PG,4,3,3,3,5,5
2009-07-13,PG,4,3,3,3,5,5
2009-07-10,PG,4,3,3,3,5,5
2009-07-09,PG,4,3,3,3,5,5
2009-07-08,PG,4,3,3,3,5,5
2009-07-07,PG,4,3,3,3,5,5
2009-07-06,PG,4,3,3,3,5,5
2009-07-02,PG,4,3,3,3,5,5
2009-07-01,PG,4,3,3,3,5,5
2009-06-30,PG,4,3,3,3,5,5
2009-06-29,PG,4,3,3,3,5,5
2009-06-26,PG,4,3,3,3,5,5
2009-06-25,PG,4,3,3,3,5,5
2009-06-24,PG,4,3,3,3,5,5
2009-06-23,PG,4,3,3,3,5,5
2009-06-22,PG,4,3,3,3,5,5
2009-06-19,PG,4,3,3,3,5,5
2009-06-18,PG,4,3,3,3,5,5
2009-06-17,PG,4,3,3,3,5,5
2009-06-16,PG,4,3,3,3,5,5
2009-06-15,PG,4,3,3,3,5,5
2009-06-12,PG,4,3,3,3,5,5
2009-06-11,PG,4,3,3,3,5,5
2009-06-10,PG,4,3,3,3,5,5
2009-06-09,PG,4,3,3,3,5,5
2009-06-08,PG,4,3,3,3,5,5
2009-06-05,PG,4,3,3,3,5,5
2009-06-04,PG,4,3,3,3,5,5
2009-06-03,PG,4,3,3,3,5,5
2009-06-02,PG,4,3,3,3,5,5
2009-06-01,PG,4,3,3,3,5,5
2009-05-29,PG,4,3,3,3,5,5
2009-05-28,PG,4,3,3,3,5,5
2009-05-27,PG,4,3,3,3,5,5
2009-05-26,PG,4,3,3,3,5,5
2009-05-22,PG,4,3,3,3,5,5
2009-05-21,PG,4,3,3,3,5,5
2009-05-20,PG,4,3,3,3,5,5
2009-05-19,PG,4,3,3,3,5,5
2009-05-18,PG,4,3,3,3,5,5
2009-05-15,PG,4,3,3,3,5,5
2009-05-14,PG,4,3,3,3,5,5
2009-05-13,PG,4,3,3,3,5,5
2009-05-12,PG,4,3,3,3,5,5
2009-05-11,PG,4,3,3,3,5,5
2009-05-08,PG,4,3,3,3,5,5
2009-05-07,PG,4,3,3,3,5,5
2009-05-06,PG,4,3,3,3,5,5
2009-05-05,PG,4,3,3,3,5,5
2009-05-04,PG,4,3,3,3,5,5
2009-05-01,PG,4,3,3,3,5,5
2009-04-30,PG,4,3,3,3,5,5
2009-04-29,PG,4,3,3,3,5,5
2009-04-28,PG,4,3,3,3,5,5
2009-04-27,PG,4,3,3,3,5,5
2009-04-24,PG,4,3,3,3,5,5
2009-04-23,PG,4,3,3,3,5,5
2009-04-22,PG,4,3,3,3,5,5
2009-04-21,PG,4,3,3,3,5,5
2009-04-20,PG,4,3,3,3,5,5
2009-04-17,PG,4,3,3,3,5,5
2009-04-16,PG,4,3,3,3,5,5
2009-04-15,PG,4,3,3,3,5,5
2009-04-14,PG,4,3,3,3,5,5
2009-04-13,PG,4,3,3,3,5,5
2009-04-09,PG,4,3,3,3,5,5
2009-04-08,PG,4,3,3,3,5,5
2009-04-07,PG,4,3,3,3,5,5
2009-04-06,PG,4,3,3,3,5,5
2009-04-03,PG,4,3,3,3,5,5
2009-04-02,PG,4,3,3,3,5,5
2009-04-01,PG,4,3,3,3,5,5
2009-03-31,PG,4,3,3,3,5,5
2009-03-30,PG,4,3,3,3,5,5
2009-03-27,PG,4,3,3,3,5,5
2009-03-26,PG,4,3,3,3,5,5
2009-03-25,PG,4,3,3,3,5,5
2009-03-24,PG,4,3,3,3,5,5
2009-03-23,PG,4,3,3,3,5,5
2009-03-20,PG,4,3,3,3,5,5
2009-03-19,PG,4,3,3,3,5,5
2009-03-18,PG,4,3,3,3,5,5
2009-03-17,PG,4,3,3,3,5,5
2009-03-16,PG,4,3,3,3,5,5
2009-03-13,PG,4,3,3,3,5,5
2009-03-12,PG,4,3,3,3,5,5
2009-03-11,PG,4,3,3,3,5,5
2009-03-10,PG,4,3,3,3,5,5
2009-03-09,PG,4,3,3,3,5,5
2009-03-06,PG,4,3,3,3,5,5
2009-03-05,PG,4,3,3,3,5,5
2009-03-04,PG,4,3,3,3,5,5
2009-03-03,PG,4,3,3,3,5,5
2009-03-02,PG,4,3,3,3,5,5
2009-02-27,PG,4,3,3,3,5,5
2009-02-26,PG,4,3,3,3,5,5
2009-02-25,PG,4,3,3,3,5,5
2009-02-24,PG,4,3,3,3,5,5
2009-02-23,PG,4,3,3,3,5,5
2009-02-20,PG,4,3,3,3,5,5
2009-02-19,PG,4,3,3,3,5,5
2009-02-18,PG,4,3,3,3,5,5
2009-02-17,PG,4,3,3,3,5,5
2009-02-13,PG,4,3,3,3,5,5
2009-02-12,PG,4,3,3,3,5,5
2009-02-11,PG,4,3,3,3,5,5
2009-02-10,PG,4,3,3,3,5,5
2009-02-09,PG,4,3,3,3,5,5
2009-02-06,PG,4,3,3,3,5,5
2009-02-05,PG,4,3,3,3,5,5
2009-02-04,PG,4,3,3,3,5,5
2009-02-03,PG,4,3,3,3,5,5
2009-02-02,PG,4,3,3,3,5,5
2009-01-30,PG,4,3,3,3,5,5
2009-01-29,PG,4,3,3,3,5,5
2009-01-28,PG,4,3,3,3,5,5
2009-01-27,PG,4,3,3,3,5,5
2009-01-26,PG,4,3,3,3,5,5
2009-01-23,PG,4,3,3,3,5,5
2009-01-22,PG,4,3,3,3,5,5
2009-01-21,PG,4,3,3,3,5,5
2009-01-20,PG,4,3,3,3,5,5
2009-01-16,PG,4,3,3,3,5,5
2009-01-15,PG,4,3,3,3,5,5
2009-01-14,PG,4,3,3,3,5,5
2009-01-13,PG,4,3,3,3,5,5
2009-01-12,PG,4,3,3,3,5,5
2009-01-09,PG,4,3,3,3,5,5
2009-01-08,PG,4,3,3,3,5,5
2009-01-07,PG,4,3,3,3,5,5
2009-01-06,PG,4,3,3,3,5,5
2009-01-05,PG,4,3,3,3,5,5
2009-01-02,PG,4,3,3,3,5,5
2008-12-31,PG,4,3,3,3,5,5
2008-12-30,PG,4,3,3,3,5,5
2008-12-29,PG,4,3,3,3,5,5
2008-12-26,PG,4,3,3,3,5,5
2008-12-24,PG,4,3,3,3,5,5
2008-12-23,PG,4,3,3,3,5,5
2008-12-22,PG,4,3,3,3,5,5
2008-12-19,PG,4,3,3,3,5,5
2008-12-18,PG,4,3,3,3,5,5
2008-12-17,PG,4,3,3,3,5,5
2008-12-16,PG,4,3,3,3,5,5
2008-12-15,PG,4,3,3,3,5,5
2008-12-12,PG,4,3,3,3,5,5
2008-12-11,PG,4,3,3,3,5,5
2008-12-10,PG,4,3,3,3,5,5
2008-12-09,PG,4,3,3,3,5,5
2008-12-08,PG,4,3,3,3,5,5
2008-12-05,PG,4,3,3,3,5,5
2008-12-04,PG,4,3,3,3,5,5
2008-12-03,PG,4,3,3,3,5,5
2008-12-02,PG,4,3,3,3,5,5
2008-12-01,PG,4,3,3,3,5,5
2008-11-28,PG,4,3,3,3,5,5
2008-11-26,PG,4,3,3,3,5,5
2008-11-25,PG,4,3,3,3,5,5
2008-11-24,PG,4,3,3,3,5,5
2008-11-21,PG,4,3,3,3,5,5
2008-11-20,PG,4,3,3,3,5,5
2008-11-19,PG,4,3,3,3,5,5
2008-11-18,PG,4,3,3,3,5,5
2008-11-17,PG,4,3,3,3,5,5
2008-11-14,PG,4,3,3,3,5,5
2008-11-13,PG,4,3,3,3,5,5
2008-11-12,PG,4,3,3,3,5,5
2008-11-11,PG,4,3,3,3,5,5
2008-11-10,PG,4,3,3,3,5,5
2008-11-07,PG,4,3,3,3,5,5
2008-11-06,PG,4,3,3,3,5,5
